id,date,user,pc,activity
{D4H2-Y8ZY14JP-0111JJDD},07/16/2010 09:15:00,AAM0658,PC-9923,Logon
{Y4H2-I9OW29DI-1245RBAY},07/16/2010 21:14:00,AAM0658,PC-9923,Logoff
{E1N0-P6HC75UZ-5352DFGL},07/19/2010 09:19:00,AAM0658,PC-9923,Logon
{Z2K6-A7SD63OS-2203RKZH},07/19/2010 21:14:00,AAM0658,PC-9923,Logoff
{P8Z5-Z7KM98IC-6387FTUB},07/20/2010 09:21:00,AAM0658,PC-9923,Logon
{W3R1-J4BE86AI-8399WUES},07/20/2010 21:12:00,AAM0658,PC-9923,Logoff
{H5F0-Z0PE06LC-6389LTTZ},07/21/2010 09:13:00,AAM0658,PC-9923,Logon
{P8Y5-O6KK33CE-9982LBJS},07/21/2010 21:09:00,AAM0658,PC-9923,Logoff
{Y7B1-S1WB96KM-3208DHHS},07/22/2010 09:14:00,AAM0658,PC-9923,Logon
{G1U7-N5UC30GY-0069FQQE},07/22/2010 21:19:00,AAM0658,PC-9923,Logoff
{I9J3-T1UB20ES-7402CNTW},07/23/2010 09:16:00,AAM0658,PC-9923,Logon
{V0J9-D7XU89BS-0701MGKH},07/23/2010 21:13:00,AAM0658,PC-9923,Logoff
{E5U0-P8NZ68GN-5625JSEB},07/26/2010 09:20:00,AAM0658,PC-9923,Logon
{E9X8-H4YK61NS-7529YGHF},07/26/2010 21:09:00,AAM0658,PC-9923,Logoff
{A1T0-R9UI31YH-1455EUTH},07/27/2010 09:19:00,AAM0658,PC-9923,Logon
{K3W3-H3DB25HE-9770SKAE},07/27/2010 21:12:00,AAM0658,PC-9923,Logoff
{P4U2-O1HJ72AW-2368AFOB},07/28/2010 09:21:00,AAM0658,PC-9923,Logon
{S6B2-K1OU66HF-4677CCTJ},07/28/2010 21:14:00,AAM0658,PC-9923,Logoff
{C2L6-E6BE92DU-6083COEZ},07/29/2010 09:04:00,AAM0658,PC-9923,Logon
{L0B0-I8PI84DF-7723OJRF},07/29/2010 21:25:00,AAM0658,PC-9923,Logoff
{E2T0-S1ZE38TD-6040PIHT},07/30/2010 09:19:00,AAM0658,PC-9923,Logon
{L0I0-N0GJ97DD-7424IQOD},07/30/2010 21:14:00,AAM0658,PC-9923,Logoff
{G5I0-L0IK96KZ-4515SINR},08/02/2010 09:21:00,AAM0658,PC-9923,Logon
{N2M6-J9CG70ZW-2991HHLV},08/02/2010 21:12:00,AAM0658,PC-9923,Logoff
{G4D8-R8OG26QU-3520ABYV},08/03/2010 09:16:00,AAM0658,PC-9923,Logon
{U5H5-T3BI27DC-9418JLXI},08/03/2010 21:09:00,AAM0658,PC-9923,Logoff
{T1U8-I5AU10DL-3331CDWZ},08/04/2010 09:15:00,AAM0658,PC-9923,Logon
{Z4E8-Z6ZZ77YW-6605LZYM},08/04/2010 21:16:00,AAM0658,PC-9923,Logoff
{B0L8-J7VA63KJ-6526HHPK},08/05/2010 09:14:00,AAM0658,PC-9923,Logon
{F2L6-Z6BF27MN-0241RTOX},08/05/2010 21:27:00,AAM0658,PC-9923,Logoff
{Y1H9-C0KS62RM-8690ZEPG},08/06/2010 09:18:00,AAM0658,PC-9923,Logon
{B5H1-P5FL57BI-3001PJGY},08/06/2010 21:10:00,AAM0658,PC-9923,Logoff
{G9O0-T3CC49HX-1562YHIP},08/09/2010 09:15:00,AAM0658,PC-9923,Logon
{C7U7-H8CF76SQ-0582GKOX},08/09/2010 21:11:00,AAM0658,PC-9923,Logoff
{H6S2-X1CE95MJ-5206AUTX},08/10/2010 09:21:00,AAM0658,PC-9923,Logon
{L9D4-V0HD74JM-4799RWQC},08/10/2010 21:19:00,AAM0658,PC-9923,Logoff
{Z4M8-E8US94IW-0056VZBC},08/11/2010 09:05:00,AAM0658,PC-9923,Logon
{V8B0-N9DI95IX-9234NPVH},08/11/2010 21:13:00,AAM0658,PC-9923,Logoff
{P7L0-T2ZK09MX-2371NDXM},08/12/2010 09:01:00,AAM0658,PC-9923,Logon
{K3F9-N8GP02FN-0299NVIY},08/12/2010 21:21:00,AAM0658,PC-9923,Logoff
{X1N9-E7JK55EQ-5806UOZO},08/13/2010 09:20:00,AAM0658,PC-9923,Logon
{Q5R4-Y6CL02TC-2771LBKT},08/13/2010 21:11:00,AAM0658,PC-9923,Logoff
{G0M7-C7DN60RE-0293GGNH},08/16/2010 09:11:00,AAM0658,PC-9923,Logon
{H6J8-H0XM74SW-5408DGKY},08/16/2010 21:13:00,AAM0658,PC-9923,Logoff
{W0T9-R0LR69OF-4977HEUQ},08/17/2010 09:21:00,AAM0658,PC-9923,Logon
{P1F8-L1XQ87SM-5889IMNH},08/17/2010 21:10:00,AAM0658,PC-9923,Logoff
{M3F5-P2EI41FF-6850TBCX},08/18/2010 09:13:00,AAM0658,PC-9923,Logon
{Q8I3-H5XE76PF-7572FPOQ},08/18/2010 21:16:00,AAM0658,PC-9923,Logoff
{G7I4-K7KW65DF-3593NAKL},08/19/2010 09:15:00,AAM0658,PC-9923,Logon
{B4B8-W3QJ97AN-3415XRDD},08/19/2010 21:29:00,AAM0658,PC-9923,Logoff
{M1G0-D2NX97HR-2846UJVB},08/20/2010 09:21:00,AAM0658,PC-9923,Logon
{F1C6-L9RE18VV-0305YNAV},08/20/2010 21:14:00,AAM0658,PC-9923,Logoff
{P1W4-M1TZ51CL-4851OFRK},08/23/2010 09:05:00,AAM0658,PC-9923,Logon
{I9Z6-V9CT24HA-6193YAPE},08/23/2010 21:30:00,AAM0658,PC-9923,Logoff
{V1E5-K5HN06IY-8765PDTP},08/24/2010 09:17:00,AAM0658,PC-9923,Logon
{S0P1-A7OV23LU-3142WFDA},08/24/2010 21:12:00,AAM0658,PC-9923,Logoff
{G9F2-O1KE34JE-5715XVIE},08/25/2010 09:19:00,AAM0658,PC-9923,Logon
{V2N4-H9JB42NM-7918FZDV},08/25/2010 21:12:00,AAM0658,PC-9923,Logoff
{V1P5-F0CG42BD-9813TRYQ},08/26/2010 09:18:00,AAM0658,PC-9923,Logon
{F4G9-M7KF62BW-5653MBRM},08/26/2010 21:12:00,AAM0658,PC-9923,Logoff
{L6U1-L9GI95ZA-1182NRIG},08/27/2010 09:20:00,AAM0658,PC-9923,Logon
{R5R9-G6KV08UF-7734QUMH},08/27/2010 21:10:00,AAM0658,PC-9923,Logoff
{K6C6-X0FD50SV-1938ICKJ},08/30/2010 09:15:00,AAM0658,PC-9923,Logon
{K7O5-X6ZY07IP-5756EQSD},08/30/2010 21:14:00,AAM0658,PC-9923,Logoff
{W8T0-X2OX54CR-3098IOAC},08/31/2010 09:15:00,AAM0658,PC-9923,Logon
{M8E5-M5KZ54VX-9449UHMJ},08/31/2010 21:11:00,AAM0658,PC-9923,Logoff
{Y9W9-V8YL03TR-2432ZXEI},09/01/2010 09:16:00,AAM0658,PC-9923,Logon
{E7R5-X5LL35NN-1144OMZQ},09/01/2010 21:15:00,AAM0658,PC-9923,Logoff
{X8C2-P8JI19GC-5665TIPX},09/02/2010 09:20:00,AAM0658,PC-9923,Logon
{P9H4-M8WG92NE-2506TWSR},09/02/2010 21:11:00,AAM0658,PC-9923,Logoff
{Z7X4-R8MS50TI-5870YGYR},09/03/2010 09:10:00,AAM0658,PC-9923,Logon
{X5P9-C9OX10VK-5279ZGOT},09/03/2010 21:11:00,AAM0658,PC-9923,Logoff
{L1L7-Y2LA87HK-5901KSWQ},09/07/2010 09:04:00,AAM0658,PC-9923,Logon
{F1F8-T4PI31CV-3314SBDP},09/07/2010 21:24:00,AAM0658,PC-9923,Logoff
{Y3X6-V0QU70NH-4774VMWF},09/08/2010 09:20:00,AAM0658,PC-9923,Logon
{R5Q2-M1AT56CB-3851YXCJ},09/08/2010 21:12:00,AAM0658,PC-9923,Logoff
{S6E3-B6WZ56SE-6789VGMK},09/09/2010 09:15:00,AAM0658,PC-9923,Logon
{K5K4-A3OJ14ZL-8008FJVX},09/09/2010 21:17:00,AAM0658,PC-9923,Logoff
{V6L3-H8FR73IG-9360INLB},09/10/2010 09:15:00,AAM0658,PC-9923,Logon
{H4A7-A1OP01XW-8511YLNT},09/10/2010 21:10:00,AAM0658,PC-9923,Logoff
{C7N4-V8TJ33NJ-3972NYCC},09/13/2010 09:06:00,AAM0658,PC-9923,Logon
{G3R6-P3KO97SW-9024AHEK},09/13/2010 21:23:00,AAM0658,PC-9923,Logoff
{B1K4-H3JB35LI-1759OSZY},09/14/2010 09:09:00,AAM0658,PC-9923,Logon
{X2O9-T7EK44YK-1289VVOW},09/14/2010 21:24:00,AAM0658,PC-9923,Logoff
{R6D4-X7FH06IP-9818BOFO},09/15/2010 09:17:00,AAM0658,PC-9923,Logon
{T7N5-R3TY90WZ-6461MQMJ},09/15/2010 21:18:00,AAM0658,PC-9923,Logoff
{V4Q6-K3NX54NR-4441VQMU},09/16/2010 09:18:00,AAM0658,PC-9923,Logon
{L8Y5-T8LK88TJ-8892NZXM},09/16/2010 21:12:00,AAM0658,PC-9923,Logoff
{X5O0-S3VR47PQ-5805IHRD},09/17/2010 09:02:00,AAM0658,PC-9923,Logon
{Q5S5-A8MY57DO-7042SCYM},09/17/2010 21:12:00,AAM0658,PC-9923,Logoff
{R6J1-P4ZW42UB-6555ZPKY},09/20/2010 09:13:00,AAM0658,PC-9923,Logon
{S6D5-Q2NT51DK-5083EEHN},09/20/2010 21:28:00,AAM0658,PC-9923,Logoff
{S8O0-D6TG66SB-2949VXBO},09/21/2010 09:05:00,AAM0658,PC-9923,Logon
{L4H3-U6NU30BY-1359NMLJ},09/21/2010 21:17:00,AAM0658,PC-9923,Logoff
{G1R3-H2RR36LT-5546ERUU},09/22/2010 09:19:00,AAM0658,PC-9923,Logon
{Z1Y9-H1OG38KF-6737COIP},09/22/2010 21:14:00,AAM0658,PC-9923,Logoff
{C8V8-O1UA65FZ-9387SZAI},09/23/2010 09:17:00,AAM0658,PC-9923,Logon
{V0F6-N4AO35SS-6026UBMV},09/23/2010 21:14:00,AAM0658,PC-9923,Logoff
{H0U0-W7CQ22VL-2810GUXM},09/24/2010 09:20:00,AAM0658,PC-9923,Logon
{W2E3-D5IP71TB-8575LZOU},09/24/2010 21:13:00,AAM0658,PC-9923,Logoff
{H0K2-V3EX00PZ-0322DMHW},09/27/2010 09:11:00,AAM0658,PC-9923,Logon
{L0T4-H6FZ89XA-9768YUIG},09/27/2010 21:27:00,AAM0658,PC-9923,Logoff
{Y1Y7-P0UH06DH-3377RTIK},09/28/2010 09:13:00,AAM0658,PC-9923,Logon
{Y2N6-Z6QH47HB-8094XKHI},09/28/2010 21:22:00,AAM0658,PC-9923,Logoff
{M6J3-Y5MO43KQ-3097CRXK},09/29/2010 09:03:00,AAM0658,PC-9923,Logon
{P7T4-B9WZ32MQ-6841XQWC},09/29/2010 21:30:00,AAM0658,PC-9923,Logoff
{U3O2-Y3NK55YE-9139LCGV},09/30/2010 09:12:00,AAM0658,PC-9923,Logon
{Z6F1-D0MG55KP-7919LLHS},09/30/2010 21:18:00,AAM0658,PC-9923,Logoff
{X6V7-I8JN67WM-6356DRXA},10/01/2010 09:07:00,AAM0658,PC-9923,Logon
{I9I0-R8KM10OD-9708KXPX},10/01/2010 21:21:00,AAM0658,PC-9923,Logoff
{M3K6-T6YP05CB-0524CMGW},10/04/2010 09:15:00,AAM0658,PC-9923,Logon
{E2P7-R5AG47VC-0002ITWB},10/04/2010 21:24:00,AAM0658,PC-9923,Logoff
{J2Z8-O2YJ49XF-1116GHNQ},10/05/2010 09:06:00,AAM0658,PC-9923,Logon
{A6X1-A3YE86CT-0644PGIF},10/05/2010 21:27:00,AAM0658,PC-9923,Logoff
{N0W8-O2GP84SY-8908BZXY},10/06/2010 09:18:00,AAM0658,PC-9923,Logon
{M2S3-X3OA45YY-6224OYQL},10/06/2010 21:14:00,AAM0658,PC-9923,Logoff
{H8C4-B1KZ48YO-1314QPAP},10/07/2010 09:10:00,AAM0658,PC-9923,Logon
{Q1N5-R4MF93IZ-7001BPYR},10/07/2010 21:27:00,AAM0658,PC-9923,Logoff
{T0Y5-R9OC18CX-7126WCZA},10/08/2010 09:21:00,AAM0658,PC-9923,Logon
{B1B2-M1PX06BI-6575LHGY},10/08/2010 21:14:00,AAM0658,PC-9923,Logoff
{T4R4-B2AP25FO-5435SVFX},10/11/2010 09:18:00,AAM0658,PC-9923,Logon
{J6D5-I1VL16BV-9554QIKX},10/11/2010 21:14:00,AAM0658,PC-9923,Logoff
{A8S6-I4DV31TC-1108KFJG},10/12/2010 09:19:00,AAM0658,PC-9923,Logon
{U3E7-V0ZA46GK-5939YNVO},10/12/2010 21:11:00,AAM0658,PC-9923,Logoff
{E2D8-H2BX13NZ-2057LSZQ},10/13/2010 09:05:00,AAM0658,PC-9923,Logon
{Z9F7-Y9IV92LJ-4439GFLS},10/13/2010 21:19:00,AAM0658,PC-9923,Logoff
{C7Z0-Y6AB58WD-3287KSPS},10/14/2010 09:08:00,AAM0658,PC-9923,Logon
{A2H6-D3XC51QF-4707SSSS},10/14/2010 21:24:00,AAM0658,PC-9923,Logoff
{E4Z5-L2TM28XS-8360DVAW},10/15/2010 09:10:00,AAM0658,PC-9923,Logon
{A1A6-L7PB86NH-0521FRIV},10/15/2010 21:11:00,AAM0658,PC-9923,Logoff
{S1W4-I1TY90QM-8811HADU},10/18/2010 09:12:00,AAM0658,PC-9923,Logon
{R4F3-U7ZX78LS-0989CEEP},10/18/2010 21:24:00,AAM0658,PC-9923,Logoff
{D4V6-R3FZ04OW-7490NDJO},10/19/2010 09:03:00,AAM0658,PC-9923,Logon
{S2E1-F8YZ45FH-8280BSJD},10/19/2010 21:28:00,AAM0658,PC-9923,Logoff
{V6Y6-M5UE82LU-5711ZLQV},10/20/2010 09:13:00,AAM0658,PC-9923,Logon
{D7K3-I4ZX82TZ-9129GVWL},10/20/2010 21:15:00,AAM0658,PC-9923,Logoff
{Y6R0-G0UT09SU-3761DVZN},10/21/2010 00:18:18,AAM0658,PC-9923,Logon
{I2K5-C9ZW78EP-6081NVTR},10/21/2010 01:20:00,AAM0658,PC-9923,Logoff
{F7P6-Q4HT49JO-2773JZBR},10/21/2010 09:21:00,AAM0658,PC-9923,Logon
{X9Q6-G0IV52MZ-7787EBMY},10/21/2010 21:22:00,AAM0658,PC-9923,Logoff
{F0Q5-A9QD13KZ-1887AHET},10/22/2010 09:18:00,AAM0658,PC-9923,Logon
{Q4I2-L5YN28GO-1016LVUQ},10/22/2010 21:12:00,AAM0658,PC-9923,Logoff
{K3V4-Y4OK65SI-1583GEOQ},10/23/2010 01:34:19,AAM0658,PC-9923,Logon
{C7T3-B4IY16JF-6945LOFC},10/23/2010 06:28:17,AAM0658,PC-9923,Logoff
{A2I5-M9RD38BE-5434VBKT},10/25/2010 09:18:00,AAM0658,PC-9923,Logon
{D3S1-M9RN07NJ-8512BAPI},10/25/2010 21:14:00,AAM0658,PC-9923,Logoff
{Z2V1-E0DD08IU-1172DNSX},10/26/2010 09:07:00,AAM0658,PC-9923,Logon
{D1Z5-T3XN48AN-9555APFF},10/26/2010 21:24:00,AAM0658,PC-9923,Logoff
{Q7J2-R0UY09AF-7403UNWV},10/27/2010 04:31:52,AAM0658,PC-9923,Logon
{Y8T3-R7YX37UT-0796DLDV},10/27/2010 05:54:39,AAM0658,PC-9923,Logoff
{I9O6-J4FV27DY-8637HRZI},10/27/2010 09:09:00,AAM0658,PC-9923,Logon
{P1L6-P2BM74ZR-5677WLRN},10/27/2010 21:18:00,AAM0658,PC-9923,Logoff
{L1W7-V9GY94BA-1264MQFJ},10/28/2010 09:11:00,AAM0658,PC-9923,Logon
{E5N9-E1SO53KI-7710PRYY},10/28/2010 21:17:00,AAM0658,PC-9923,Logoff
{S8Q1-Z1OG01ED-8756DWPR},10/29/2010 00:06:47,AAM0658,PC-9923,Logon
{J6L0-W5OJ26KB-8630RYVJ},10/29/2010 05:23:28,AAM0658,PC-9923,Logoff
{C0L9-K3ON35NN-6366RLQR},10/29/2010 09:02:00,AAM0658,PC-9923,Logon
{V7U3-E2NK95FZ-0109HRQP},10/29/2010 21:19:00,AAM0658,PC-9923,Logoff
{J2A7-H7HZ01PO-5281FRTF},11/01/2010 09:18:00,AAM0658,PC-9923,Logon
{L8J7-O8TF69GO-5771TDPW},11/01/2010 21:13:00,AAM0658,PC-9923,Logoff
{B4H0-T0VS68NI-2874IXYP},11/02/2010 02:31:32,AAM0658,PC-9923,Logon
{Z1O0-J1QH34XQ-4354CGWO},11/02/2010 03:02:53,AAM0658,PC-9923,Logoff
{J1Q5-G4ZQ48KC-2522QGNH},11/02/2010 09:14:00,AAM0658,PC-9923,Logon
{B9P4-T9HE86WF-2900PWZD},11/02/2010 21:25:00,AAM0658,PC-9923,Logoff
{J2T8-K0LL10JW-0821CPFJ},11/03/2010 09:21:00,AAM0658,PC-9923,Logon
{S8C4-E7MG80IO-7252YYUE},11/03/2010 21:14:00,AAM0658,PC-9923,Logoff
{S2U1-B2BF58QR-6068PKXK},11/04/2010 09:17:00,AAM0658,PC-9923,Logon
{Q1Q7-D7WM22GL-9803PEIF},11/04/2010 21:10:00,AAM0658,PC-9923,Logoff
{Y4E3-P0CH50GZ-7153MMXY},11/05/2010 09:08:00,AAM0658,PC-9923,Logon
{E6C0-Z8XE08TV-5027TGTC},11/05/2010 21:12:00,AAM0658,PC-9923,Logoff
{L4Y6-O9CO59LG-6347QJSG},11/08/2010 09:13:00,AAM0658,PC-9923,Logon
{I4Q5-P6EC71WU-5965PRRP},11/08/2010 21:18:00,AAM0658,PC-9923,Logoff
{U8H0-F1DN97MC-6532QKLW},11/09/2010 09:21:00,AAM0658,PC-9923,Logon
{R0C4-K8HC41SL-0000GGGI},11/09/2010 21:09:00,AAM0658,PC-9923,Logoff
{J8Z7-F6CH01LP-3700DPRI},11/10/2010 09:03:00,AAM0658,PC-9923,Logon
{V4T2-H5PZ71FD-0534QSJQ},11/10/2010 21:24:00,AAM0658,PC-9923,Logoff
{P1Y3-Y1GU65LT-4194RKWA},11/11/2010 09:09:00,AAM0658,PC-9923,Logon
{O0C5-S8AJ12TD-7987ZISO},11/11/2010 21:25:00,AAM0658,PC-9923,Logoff
{C2B7-M6AB75HV-5563AKNH},11/12/2010 09:03:00,AAM0658,PC-9923,Logon
{O5Z5-B6PH93AE-6490GEAK},11/12/2010 21:26:00,AAM0658,PC-9923,Logoff
{A6L0-E0UM58EN-3282RIBH},11/15/2010 09:13:00,AAM0658,PC-9923,Logon
{B7F3-V3KV45ET-2293FRFQ},11/15/2010 21:11:00,AAM0658,PC-9923,Logoff
{M6N3-W8WU73BZ-9884QBLI},11/16/2010 09:13:00,AAM0658,PC-9923,Logon
{B0S3-I6KL21OV-2947HATX},11/16/2010 21:19:00,AAM0658,PC-9923,Logoff
{S3K3-X2AO27JZ-5561IIXB},11/17/2010 09:00:00,AAM0658,PC-9923,Logon
{P6W8-O6LP29IQ-0152GNAZ},11/17/2010 21:15:00,AAM0658,PC-9923,Logoff
{D6U0-S8PP45WQ-2670HHAA},01/04/2010 09:14:00,AAM0658,PC-9923,Logon
{L7T0-O8SG89IO-8831RXJZ},01/04/2010 21:19:00,AAM0658,PC-9923,Logoff
{O5E8-I8TD55VX-1793UOBV},01/05/2010 09:21:00,AAM0658,PC-9923,Logon
{P8Y4-S3NR31ZM-2748TRCK},01/05/2010 21:15:00,AAM0658,PC-9923,Logoff
{O7M3-U7HP52RB-8417ZOTI},01/06/2010 09:05:00,AAM0658,PC-9923,Logon
{S1R6-Y6XJ89GQ-7971HEHX},01/06/2010 21:11:00,AAM0658,PC-9923,Logoff
{W8O6-K1HG46YB-6857YLLP},01/07/2010 09:16:00,AAM0658,PC-9923,Logon
{N8R9-Y3JJ75ED-6045CSDT},01/07/2010 21:09:00,AAM0658,PC-9923,Logoff
{W8W9-Q1HG25QH-0179YGHM},01/08/2010 09:16:00,AAM0658,PC-9923,Logon
{B0X3-J9LJ51BE-1089OBVA},01/08/2010 21:15:00,AAM0658,PC-9923,Logoff
{E3Q7-I8GB64BG-8369EZEB},01/11/2010 09:08:00,AAM0658,PC-9923,Logon
{L2G1-O8NK97YV-0021PMBC},01/11/2010 21:17:00,AAM0658,PC-9923,Logoff
{A0Z1-U6SX99IX-1911BLWP},01/12/2010 09:13:00,AAM0658,PC-9923,Logon
{F2F0-X5OL97BA-6013OKUI},01/12/2010 21:18:00,AAM0658,PC-9923,Logoff
{T7C4-L4ZN42JE-9467HQTL},01/13/2010 09:19:00,AAM0658,PC-9923,Logon
{E2J8-V8FX49DL-1348USEL},01/13/2010 21:10:00,AAM0658,PC-9923,Logoff
{Q6V3-O2SF39LF-0623NIPO},01/14/2010 09:14:00,AAM0658,PC-9923,Logon
{M9Q3-K5FI04WF-3189YBND},01/14/2010 21:27:00,AAM0658,PC-9923,Logoff
{W4X0-T2SR83GR-5320FERR},01/15/2010 09:20:00,AAM0658,PC-9923,Logon
{F6E9-R9BM68EC-4728IWIL},01/15/2010 21:12:00,AAM0658,PC-9923,Logoff
{J8D7-K7BG04NA-8460DLBV},01/18/2010 09:20:00,AAM0658,PC-9923,Logon
{M2S0-A6CI57AT-1963IPBW},01/18/2010 21:19:00,AAM0658,PC-9923,Logoff
{Q0C9-G9YL98FL-6504CSTV},01/19/2010 09:07:00,AAM0658,PC-9923,Logon
{H3X1-K5BM10QC-8599HMSM},01/19/2010 21:22:00,AAM0658,PC-9923,Logoff
{H2B8-A4AY07BJ-0934FWFT},01/20/2010 09:20:00,AAM0658,PC-9923,Logon
{T7Q8-O4NX61TP-2371AWAQ},01/20/2010 21:25:00,AAM0658,PC-9923,Logoff
{R9F2-F7LF70AR-4892XBPU},01/21/2010 09:16:00,AAM0658,PC-9923,Logon
{C4Z6-A9BM43KX-9506NODG},01/21/2010 21:14:00,AAM0658,PC-9923,Logoff
{V0I9-Q9OW59XR-5825AYSJ},01/22/2010 09:00:00,AAM0658,PC-9923,Logon
{X3Q5-V9UK51AI-5716GLDY},01/22/2010 21:24:00,AAM0658,PC-9923,Logoff
{E0S5-V0AQ57JU-6403ROUQ},01/25/2010 09:12:00,AAM0658,PC-9923,Logon
{F3K4-B2DR98UJ-4336RCCT},01/25/2010 21:25:00,AAM0658,PC-9923,Logoff
{Y0V5-L6DH47TP-6135YHPW},01/26/2010 09:17:00,AAM0658,PC-9923,Logon
{U7F8-H5NC70ZZ-1130ACEP},01/26/2010 21:30:00,AAM0658,PC-9923,Logoff
{N8Z7-D5NA73JG-7572TLBG},01/27/2010 09:04:00,AAM0658,PC-9923,Logon
{A4C4-U0QX16AD-4416EEKO},01/27/2010 21:18:00,AAM0658,PC-9923,Logoff
{Y8O3-S7EN51FX-0187WLAG},01/28/2010 09:17:00,AAM0658,PC-9923,Logon
{N9Q6-V2OJ30PT-2542ZOXU},01/28/2010 21:11:00,AAM0658,PC-9923,Logoff
{Z8W3-S0PL84MD-2775AFNK},01/29/2010 09:16:00,AAM0658,PC-9923,Logon
{Z6B5-H7SC58SP-8778LDMC},01/29/2010 21:14:00,AAM0658,PC-9923,Logoff
{A1Q5-C4XB00OC-2628IWEC},02/01/2010 09:16:00,AAM0658,PC-9923,Logon
{Y3L7-Q6FE95VP-4179JHIO},02/01/2010 21:20:00,AAM0658,PC-9923,Logoff
{M5J8-R5HG94LY-9962ESDD},02/02/2010 09:16:00,AAM0658,PC-9923,Logon
{A6X0-P2LE03HW-6963YNMV},02/02/2010 21:09:00,AAM0658,PC-9923,Logoff
{L4C5-P4OG72NM-9335ZSBT},02/03/2010 09:18:00,AAM0658,PC-9923,Logon
{Y6S5-V6JV56HI-3885CBTS},02/03/2010 21:09:00,AAM0658,PC-9923,Logoff
{Z5X3-P7SV31VD-2792RFKB},02/04/2010 09:21:00,AAM0658,PC-9923,Logon
{I7B3-Z9FC95MK-3413NOFT},02/04/2010 21:14:00,AAM0658,PC-9923,Logoff
{R4T5-V3OO43FH-9959MUXM},02/05/2010 09:16:00,AAM0658,PC-9923,Logon
{T5O1-Q5BS83BP-4291PYEU},02/05/2010 21:11:00,AAM0658,PC-9923,Logoff
{C5A3-G8JG97IC-8694VPIR},02/08/2010 09:19:00,AAM0658,PC-9923,Logon
{B8S9-W4WM42NZ-1344OONF},02/08/2010 21:12:00,AAM0658,PC-9923,Logoff
{R8K1-I3JH57PW-0429DNNF},02/09/2010 09:18:00,AAM0658,PC-9923,Logon
{Z0F1-A7NK41EL-7723AEIB},02/09/2010 21:14:00,AAM0658,PC-9923,Logoff
{C1U2-X8DO25XY-8650HVNT},02/10/2010 09:17:00,AAM0658,PC-9923,Logon
{T1Q0-V7AF59JL-1998GDOD},02/10/2010 21:15:00,AAM0658,PC-9923,Logoff
{X4X3-N0VK91WQ-3794LDQO},02/11/2010 09:19:00,AAM0658,PC-9923,Logon
{P4P6-W4XY30DY-0378ICHR},02/11/2010 21:15:00,AAM0658,PC-9923,Logoff
{R9E5-J7UB05PD-6903PXQO},02/12/2010 09:18:00,AAM0658,PC-9923,Logon
{Y1M3-B0BK03TE-9015ZWEO},02/12/2010 21:11:00,AAM0658,PC-9923,Logoff
{G3J5-G1ZW77SB-8703NPDX},02/15/2010 09:13:00,AAM0658,PC-9923,Logon
{H8I5-J7NW11HE-8060OPWS},02/15/2010 21:30:00,AAM0658,PC-9923,Logoff
{N1K5-G1EP77OZ-5207NAXI},02/16/2010 09:16:00,AAM0658,PC-9923,Logon
{G3N2-Y6BH81CL-6717STFF},02/16/2010 21:11:00,AAM0658,PC-9923,Logoff
{W8R8-E3UH62NW-7052HOXL},02/17/2010 09:14:00,AAM0658,PC-9923,Logon
{S4G1-X5AJ36CA-5629CMFR},02/17/2010 21:28:00,AAM0658,PC-9923,Logoff
{K4W7-I9JN06XY-6819BBCC},02/18/2010 09:02:00,AAM0658,PC-9923,Logon
{B7A6-S8VX74AK-3279DLNM},02/18/2010 21:28:00,AAM0658,PC-9923,Logoff
{M5M3-G0BW53AQ-0813FEIK},02/19/2010 09:01:00,AAM0658,PC-9923,Logon
{O3Y0-X6JP63VB-4562QZUV},02/19/2010 21:28:00,AAM0658,PC-9923,Logoff
{S8I0-M8RQ58DG-8637QBYR},02/22/2010 09:15:00,AAM0658,PC-9923,Logon
{V5Q4-E0AO21VW-6727LDHP},02/22/2010 21:24:00,AAM0658,PC-9923,Logoff
{G0T6-M8CQ49AU-7285OLUR},02/23/2010 09:05:00,AAM0658,PC-9923,Logon
{V4V1-F3SX32JQ-2608IHEB},02/23/2010 21:22:00,AAM0658,PC-9923,Logoff
{I6F9-A4AS81VJ-1420PFBE},02/24/2010 09:18:00,AAM0658,PC-9923,Logon
{V2O5-L7JX60WZ-5581SNIV},02/24/2010 21:11:00,AAM0658,PC-9923,Logoff
{V0E0-X6DM42EP-8955RGCH},02/25/2010 09:21:00,AAM0658,PC-9923,Logon
{Z2J5-R6XV81KH-7946BJXF},02/25/2010 21:12:00,AAM0658,PC-9923,Logoff
{Q4Q4-W8KC04MA-9638LQGX},02/26/2010 09:03:00,AAM0658,PC-9923,Logon
{M2U1-K4DP22HP-4923GJIC},02/26/2010 21:28:00,AAM0658,PC-9923,Logoff
{D8S7-L8YS32CO-8069JPIT},03/01/2010 09:01:00,AAM0658,PC-9923,Logon
{F3I1-B8TH77CF-0071DDTO},03/01/2010 21:28:00,AAM0658,PC-9923,Logoff
{R7B9-I0UJ15VM-7987RBZU},03/02/2010 09:15:00,AAM0658,PC-9923,Logon
{H7V7-G1BK39WM-1356TPLK},03/02/2010 21:12:00,AAM0658,PC-9923,Logoff
{D2Q6-E9XK33JF-5462AOIN},03/03/2010 09:19:00,AAM0658,PC-9923,Logon
{T2X2-R5NS30RQ-9622USSW},03/03/2010 21:10:00,AAM0658,PC-9923,Logoff
