id,date,user,pc,activity
{S2P9-I2YP58CN-2490HGLA},07/16/2010 09:05:00,AAF0535,PC-2408,Logon
{T5C9-Z7LH78TX-5026ZKHW},07/16/2010 16:51:00,AAF0535,PC-2408,Logoff
{M7O8-K1XC68NZ-1115ISLC},07/19/2010 09:07:00,AAF0535,PC-2408,Logon
{N1J2-Y4WM52GR-5393IKGR},07/19/2010 16:57:00,AAF0535,PC-2408,Logoff
{J2F2-H3HB41DN-5096OUCI},07/20/2010 09:00:00,AAF0535,PC-2408,Logon
{Z9B3-H7XF89DT-9103IOTQ},07/20/2010 16:51:00,AAF0535,PC-2408,Logoff
{W0L7-I9AK67KS-2758QKGG},07/21/2010 09:06:00,AAF0535,PC-2408,Logon
{W4K7-N0LT64XB-9874WHLS},07/21/2010 16:55:00,AAF0535,PC-2408,Logoff
{S5Q4-Y7LV48JI-8600GAVC},07/22/2010 08:46:00,AAF0535,PC-2408,Logon
{U0L6-S3EN60YH-9854IOGN},07/22/2010 17:08:00,AAF0535,PC-2408,Logoff
{U2I7-O0IX81GN-7838SWBB},07/23/2010 09:08:00,AAF0535,PC-2408,Logon
{M9X9-U9IT02TS-4019TCGW},07/23/2010 16:58:00,AAF0535,PC-2408,Logoff
{K6E5-T0TW56PD-6628ACQN},07/26/2010 08:56:00,AAF0535,PC-2408,Logon
{U0B6-S6SJ45YQ-1749ANNV},07/26/2010 16:54:00,AAF0535,PC-2408,Logoff
{Z9O2-E8MQ24HQ-8988QBAT},07/27/2010 09:01:00,AAF0535,PC-2408,Logon
{H9V8-Y0EL88VO-1251WCYG},07/27/2010 16:57:00,AAF0535,PC-2408,Logoff
{H7I2-P2QG77BF-6033EFQL},07/28/2010 09:06:00,AAF0535,PC-2408,Logon
{E2M2-W7HU66BA-3410QFHP},07/28/2010 16:57:00,AAF0535,PC-2408,Logoff
{R6L8-P7FR23VK-6445ANVT},07/29/2010 08:58:00,AAF0535,PC-2408,Logon
{X9V0-K7WW16SO-7477FHME},07/29/2010 17:06:00,AAF0535,PC-2408,Logoff
{M1O1-A8MK05WU-0146RYDI},07/30/2010 09:01:00,AAF0535,PC-2408,Logon
{T7O6-I9FR79CR-5766LFMW},07/30/2010 16:51:00,AAF0535,PC-2408,Logoff
{U2J9-Z0KM47HE-9121YXZU},08/02/2010 08:54:00,AAF0535,PC-2408,Logon
{Y1N4-Y5VF03PB-4271URNS},08/02/2010 17:06:00,AAF0535,PC-2408,Logoff
{G5N1-X5ZM54EI-5666XFTL},08/03/2010 08:56:00,AAF0535,PC-2408,Logon
{Z6T5-G8QE96LX-6593XXWT},08/03/2010 16:56:00,AAF0535,PC-2408,Logoff
{N3T3-C9RJ38RT-8696FCOT},08/04/2010 08:48:00,AAF0535,PC-2408,Logon
{S7S6-Q6TS70WM-5228FTZN},08/04/2010 16:57:00,AAF0535,PC-2408,Logoff
{N6Q8-A7KB47IP-2280VBBB},08/05/2010 09:07:00,AAF0535,PC-2408,Logon
{X5Z2-I7IF87TW-9126LDEQ},08/05/2010 16:51:00,AAF0535,PC-2408,Logoff
{R8W0-J4NF67JY-2395ZFJT},08/06/2010 09:05:00,AAF0535,PC-2408,Logon
{Y9G5-U3BD29NT-1745TIZZ},08/06/2010 16:52:00,AAF0535,PC-2408,Logoff
{R7M9-X9SI68LZ-8245DXAV},08/09/2010 09:05:00,AAF0535,PC-2408,Logon
{Q1H6-M9UY85QW-9512IMFD},08/09/2010 16:59:00,AAF0535,PC-2408,Logoff
{L5G1-N4AR35PX-6354IPQS},08/10/2010 09:02:00,AAF0535,PC-2408,Logon
{W7K8-J4CQ23XL-9550WQCJ},08/10/2010 17:02:00,AAF0535,PC-2408,Logoff
{U7U7-U8KY05SI-4452KMVU},08/11/2010 08:49:00,AAF0535,PC-2408,Logon
{H6N0-Z6LB57HY-5249EQJT},08/11/2010 16:49:00,AAF0535,PC-2408,Logoff
{S9T4-V9MO64YS-9277XTSE},08/12/2010 08:51:00,AAF0535,PC-2408,Logon
{Q4N5-C3CZ40JS-9155LNRP},08/12/2010 17:15:00,AAF0535,PC-2408,Logoff
{N5I6-C4HA53OZ-5273QHAD},08/13/2010 09:04:00,AAF0535,PC-2408,Logon
{S1Q1-W2BH49AF-3481BQVC},08/13/2010 16:56:00,AAF0535,PC-2408,Logoff
{P1H1-Y3WU02GX-2282KKQU},08/16/2010 09:07:00,AAF0535,PC-2408,Logon
{C2Y9-X5DR44EO-9518RJEE},08/16/2010 17:14:00,AAF0535,PC-2408,Logoff
{F5L8-W0RM36QH-2582QHJS},08/17/2010 09:01:00,AAF0535,PC-2408,Logon
{I2I2-P5EK44HT-1533DNMW},08/17/2010 16:50:00,AAF0535,PC-2408,Logoff
{S6G7-N5LV71FX-3824IYCG},08/18/2010 08:53:00,AAF0535,PC-2408,Logon
{C7D3-O3TQ77VK-6517SPOA},08/18/2010 17:02:00,AAF0535,PC-2408,Logoff
{Y5L2-Z9FC15WH-1603VZPU},08/19/2010 09:00:00,AAF0535,PC-2408,Logon
{N5X4-Q9CD31GB-0050TEVI},08/19/2010 17:01:00,AAF0535,PC-2408,Logoff
{M3Y3-A1AN30RQ-8722CEXN},08/20/2010 09:00:00,AAF0535,PC-2408,Logon
{K0L7-Q6YW87ZW-7916UMAB},08/20/2010 16:56:00,AAF0535,PC-2408,Logoff
{G4V9-Z1RA21NK-0435OLSA},08/23/2010 08:53:00,AAF0535,PC-2408,Logon
{B9D9-K7KP12OO-5043HMGC},08/23/2010 17:11:00,AAF0535,PC-2408,Logoff
{L4R9-W3UV45CY-5091VCPR},08/24/2010 09:03:00,AAF0535,PC-2408,Logon
{L8L5-T8IO11LM-5480QDBM},08/24/2010 16:54:00,AAF0535,PC-2408,Logoff
